,none,board_features,graph_features,turn_features,p0_vps,p1_vps,p0_hand_and_pieces,p1_hand_and_pieces,p0_dev_cards_played,p1_dev_cards_played
1,2.752238982855544,0.13030761576388594,-0.1982159353191299,0.10298219972189204,0.3334984981685393,0.053110191538271956,0.46930350726955267,0.36658070339579774,0.004475021443050481,-0.01428069726725642
2,2.752238931292935,0.20320044010168883,-0.10852324315071654,0.1463817867658746,0.23780496884618743,0.019998962350558258,0.27465237500314743,0.48568633161003555,0.004396809500681151,-0.015837307167126113
3,2.7522389220732673,0.20822535289504632,-0.07633268444768132,0.14862080479592993,0.2387562262678537,0.011488858954372683,0.207225683237146,0.5206547464991479,0.004733689168880929,-0.015611553513993237
4,2.7522388512826126,0.31401853977331096,0.003615957420902649,0.36539987566693766,-0.007722363555732414,-0.07892134815607837,0.03196017183339728,0.6072239712016743,0.01714087412772168,-0.004954619762109924
5,2.752238755647111,0.6307770865242278,0.11042574024189528,0.3966712589635355,0.0410600699043272,-0.06936838107707649,-0.23640666495006846,0.34159437894849204,0.02239661809623729,0.010610972438245075
6,2.752238821997853,0.4635354035988781,0.04615340378521392,-0.2426648681336566,0.011108180245117852,0.04110605328535456,-0.3178147431287197,0.2050304261571959,0.031418782473848855,0.009888444633240512
7,2.7522388626449463,0.21806909781019554,0.0621709623657119,-0.0947419110869161,0.011999037021315606,0.025312587896802352,0.800441609609808,0.19000313801586932,0.028672705671119694,0.005833943418772802
8,2.7522388885307247,0.1802438225786238,0.002712687337741826,0.12378381957854984,0.011410781410978676,0.030311292118816335,0.7384736833711042,0.12520950525451835,0.03075425123951339,0.004861328020365596
9,2.75223882508166,0.3275144203646382,0.15447732121891228,-0.22110740547356145,0.031012245058629373,-0.0014288552208000516,0.8196226017317599,0.10627097820599274,0.02599575000646477,0.0054040620398774775
10,2.75223886462372,0.2575260521307096,-0.03317058323165184,-0.12177483576278969,0.004034480966969567,0.046195453663209596,0.8451393329347388,0.22227190812172368,0.023325705250094433,0.004213662899882814
11,2.752238861662354,0.33120254091788326,-0.045294049882076415,0.13891082704344154,0.0012102904072487375,0.0385808758826508,0.5357819534787438,0.2238879583707459,0.020742930340197127,0.002737859992430036
12,2.752238804183995,0.4734431795017494,-0.06702641461800457,-0.173525325797677,-0.0026823688241161547,0.0372810378208982,0.7190947637125289,0.24227151414244585,0.017156873580315403,0.0017478962772175533
13,2.7522387590109845,0.7381859211153553,-0.06581178360216339,-0.15007288805699248,0.0027311434325186235,0.045430848969856885,0.22611244069495662,0.41959816578208253,0.02587259304037074,0.005714721528379707
14,2.752238818380734,0.6158886609785547,-0.06842947785748638,0.17264430113961327,-0.002789021625020094,0.029295223938738846,0.13668048184824194,0.34332026890152106,0.019877776771751496,0.0012729669296420165
15,2.752239031512628,0.33074442754801703,-0.42695757262489625,-0.45840982604838987,-0.01866563965417882,-0.038924558487475516,-1.1664629895284284,-0.012794370633698982,0.039193682461668,3.810178128674235e-05
16,2.7522388215994473,0.2842513083561351,0.06706089044675057,-0.10924902706201045,0.014402643550402827,0.03656163308708693,0.7214862380547559,0.1925487996079034,0.030398396075844533,0.010300304947495509
17,2.7522388852536346,0.21077705287405385,0.07640525887446892,0.15732273516810846,0.018876285701912965,0.006044511251235896,0.6764111754534204,0.06166951043329061,0.03059076173438028,0.00966387249215861
18,2.7522388365352026,0.18821534768093,0.09383006002671279,-0.07346201128553542,0.04035081758280645,0.018522466907526514,0.8620612682772093,0.07258288853399286,0.034690297910415446,0.010970027865194798
19,2.752238870730594,0.17789160695415318,0.07325884330560878,0.1651506781150182,0.02231749335304234,0.011406481136828295,0.7487390455059709,0.01186458908195498,0.02738928073184766,0.009743143682343969
20,2.7522391041892793,-0.13701456456978228,-0.1615812706794161,-0.5658338119085984,0.019411846416445583,-0.2453499488144917,0.4838030561625417,-0.13544385661079414,-0.02078762055236047,0.010557479180708124
