,none,board_features,graph_features,turn_features,p0_vps,p1_vps,p0_hand_and_pieces,p1_hand_and_pieces,p0_dev_cards_played,p1_dev_cards_played
1,2.395000174335468,-0.24475297166462434,-0.3161009140972689,0.16583206578922538,0.49127311023902515,0.08767857809181864,0.8087556367822262,0.5974339008983287,0.012155514052982819,0.0027249347566618565
2,2.39500011863968,-0.37839661256087054,-0.33865227286997907,0.3185093525413353,0.6462041862569233,-0.0190905283492816,0.5606372018649196,0.8229134788752177,0.002390421552652622,-0.00951546932319236
3,2.395000103756596,-0.37372693788553696,-0.3708739197759121,0.3180653907901053,0.6510052076027756,-0.008210908049149923,0.5879521915640333,0.8103970663787126,0.00012769012697355642,-0.009736027532420033
4,2.395000088308796,-0.07172931449545578,-0.22585660709448863,0.13568896487279436,-0.010155217919774195,0.237726035700893,0.8248203472718623,0.7000848561827111,0.008797169728680831,0.005623707238052167
5,2.395000088503192,-0.20708584585931006,0.008454953055005265,0.13048094589711118,0.003196405687651893,0.2081998177812983,0.8205762929792476,0.6334226792839744,0.018126341978293325,-0.010371646505070664
6,2.395000239512501,-0.519965091664266,-0.16429309433973316,-0.15374416539492047,0.003462750918743568,0.19507330777608411,-0.8583401972092797,0.1064776752117445,0.011958051728236996,-0.015629291597480638
7,2.395000053995209,-0.180388270163308,0.01437947742620288,-0.11746156701371019,0.0037221996292317594,0.22216267901772022,1.0455055842551826,0.60690144653803,0.01880219197100025,-0.008623796938916739
8,2.395000080569998,-0.27810271699850686,0.03353160364685548,0.11026445948969776,0.007260887172045427,0.2117744585391466,0.9820894083071646,0.5377262394876894,0.014206951158827807,-0.013751350709339694
9,2.3950000138973624,-0.24332159468175585,0.1457607783048372,-0.13504396831161025,-0.0007981323919322159,0.22305283873025242,1.0380537890174422,0.5751417103348094,0.0163491579056928,-0.014194656453714594
10,2.395000266020146,-0.6792680071959499,-0.15927944636740263,-0.13771000233493774,-0.04644202155598942,0.23467637540323005,-0.7182726493337339,0.12156895004600157,0.01452609460856255,-0.02479933783270355
11,2.3949999147307137,-0.3266384225544097,0.19229164259582987,-0.1113627724235994,0.007402037726798899,0.2901645613485905,0.04409381060616574,0.5300522392237965,0.004656682140375679,-0.025659931514089546
12,2.395000189418868,-0.38183386921033635,0.009998153132535798,-0.11112770963418579,-0.04992556709426024,0.2626950629402096,-1.077035624248429,0.002010927956010669,-0.02754504986539319,-0.022236270047379075
13,2.3949998346099903,-0.11936818608887673,0.4898021367867872,-0.09255363439020703,-0.0034382343928506254,0.3245217735332695,-0.4646249268730318,0.4749059548228629,0.005674853353875742,-0.009919811987734978
14,2.395000141527462,-0.6486512182135646,-0.09052182964675223,-0.15316424196569875,-0.0032289540891333457,0.173475755427579,-0.8420525208782577,0.1574313503938323,0.007392519652414914,0.004319085648398141
15,2.3950000001420406,-0.16063542907274891,0.09175579590387073,-0.07185167011113786,0.013091954228531544,0.18724049302716045,1.215941957418355,0.30548440675276195,0.01219823544533799,0.011774243160009024
16,2.3950000217673435,-0.2500008704311821,0.08507435592965473,0.1297918440320585,0.010092783537633099,0.1813759960464759,1.2006316153866616,0.21668802249053853,0.014282889928994569,0.017063340393913218
17,2.3949999560976765,-0.20688554516305963,0.2623946796904895,-0.22716997420527824,0.060961592060579606,0.08713826173479308,1.2386454195802015,0.3673519078582972,0.01221538720648735,0.010348161665694133
18,2.3949999615352016,0.2509298277676704,-0.08505201887899502,-0.12528072004824847,0.005550872510357019,0.2169718178401477,0.9777299304965354,0.3376636253713969,0.021624354439426507,0.004862263352901408
19,2.395000059088163,-0.155754893392837,0.10600135939932637,0.22990472058892733,0.0033613817222646336,0.1375026815254332,0.9313308590199403,0.34112008917468817,0.011522546409276468,1.118681586953496e-05
20,2.3949999649754896,-0.19971728675898315,0.38631976902196086,-0.1183969452430545,0.07729075925084183,0.1249568610777271,0.9537163167575354,0.3616926278332332,0.013815925008549723,0.005321860034982473
21,2.3950000819020185,-0.1551292096672412,0.1339670066885253,0.2100037685918269,-0.004712482569525556,0.13954581668829327,0.8916825977677945,0.3750732973135562,0.010319120169547169,0.004250011377560758
22,2.3950003153226156,0.08222213404252554,-0.8426344002148387,-0.43297567323775105,-0.00852033119284934,0.26882443080255986,-0.2896985195076687,-0.1809357576124453,0.01635725695803031,-0.007639033503611337
23,2.395000327714125,-0.08923144284319812,-0.9256290471855086,0.11223064424223306,-0.018541466503329662,0.2384184447396734,-0.3851467529779921,-0.3362615744804464,0.014650271393800873,-0.005489019459038402
24,2.3949999508769566,0.24917029575709243,-0.2575893167813592,0.025356390756605507,0.0034214004554316,0.532036668929583,0.055968985211371364,-0.02026639402588737,0.01748542001020742,-0.0005835505205566416
25,2.3950002470985705,0.12380465254223028,-0.8341040898222783,0.13317784446703115,-0.011633435485997157,-0.2525651722380917,-0.42465680090741986,-0.14215784514066793,0.01897260582607152,-0.0058377072838110555
26,2.3950001688511886,0.2731916103880717,-0.5792049616036564,-0.09260907181976696,-0.059487629923906715,-0.3849965950205321,-0.32498925484426056,-0.2538747182628839,0.02487553828421446,0.0020951958826631034
27,2.3949999670491957,-0.17037821468901054,0.06807054619119135,0.14799731524416126,-0.013119900164223652,-0.14503260489374342,1.2716521499449487,0.41368325308932286,0.02317219284313754,0.00895524118762675
28,2.394999920334601,-0.04198809345496329,0.07624575230397274,-0.10593001485825843,-0.0072306886659672664,-0.1281190762540672,1.2735244585854264,0.5030775494926024,0.021185867851528317,0.014234221953470738
29,2.3949999442801486,-0.10939334662037442,0.0489401279715056,0.16777710802585954,-0.012862036475334737,-0.14675268746192627,1.2769305166011333,0.3381396291986356,0.026743361172848146,0.015477302516119118
30,2.394999845016509,0.2003652318650328,0.0405814141736745,-0.12175194389939487,0.00512570254891298,0.026780493062594057,1.1964434067061065,0.20973060464114157,0.028058329283684125,0.019666697660164434
31,2.395000058346373,-0.21427237925423864,0.1390420013714101,0.13551778487754612,-0.02489012945575575,-0.030869592397730017,1.0438111776940562,0.563710009300887,3.352668862516284e-05,-0.00708243343492837
32,2.395000250972412,-0.34262559190133673,-0.35249682046366654,-0.18925014345129715,-0.13094276183268933,-0.5236965983066799,-0.27311300397350863,0.4201791859291666,0.006598224629181471,-0.009652394155901967
33,2.395000133624313,-0.44128897016152396,0.0480246991352357,0.10927333257280342,-0.02255721099776914,-0.10997670981289265,-1.101061537439465,0.1504949711407722,-0.009059626214026423,-0.01884900413587387
34,2.39500006143028,-0.40641331152435806,0.1881677818243704,-0.11261450467557155,-0.02482501629402964,-0.11939422715890999,-1.0065408233129753,0.12590186249924615,-0.011390429704732058,-0.027891373011229098
35,2.3950000763777735,-0.4204892793541183,0.12040201483143853,0.1489491035177001,0.0002642695762525571,-0.0728931559476122,-1.0604247900066275,-0.11836685315590761,0.00016366683669330473,0.00739500975898158
36,2.395000010472001,-0.25611665785276444,0.2002526482199508,-0.07285602837986699,0.012608976285072626,-0.11353317533836446,-1.0113234516461627,-0.16488320875365067,0.0055217257677605824,0.005329177718104872
37,2.3950000476983115,-0.3301919604983188,0.18141624322605038,0.12949563532546832,0.0052187394514582874,-0.08850863488406138,-1.0546349836695283,-0.25094932927698793,0.006648045724899382,0.00650623203056741
38,2.3949999934815396,-0.2827061838753102,0.2043496499136916,-0.07441915726919254,0.012705999338640944,-0.17663749836315945,-0.8842100209208565,-0.20242862194608294,0.007762715658997443,0.0005831376764538765
39,2.3950001687410505,-0.8513109230365294,0.07452043859369625,0.16314848835075418,-0.0141796066899742,-0.05035601076287316,-1.0259753611596922,0.29846387507637173,0.008812753073313306,0.001876327088002644
40,2.3950000386647203,-0.3422725298246072,0.17325140645936524,-0.1223955916224741,-0.021603272508856464,-0.03556728598875711,-1.1885170634492424,0.13894451361401666,0.008684628527942634,-0.005524844763175302
41,2.3950000490458123,-0.3652254746973219,0.14789215478680734,0.12097677336800301,-0.009661686552902171,-0.03374303146159821,-1.2455699706913237,-0.038045145412673814,0.01580306757908856,0.01257327803228675
42,2.3950000091481143,-0.3171083234585009,0.21339896607249367,-0.09589578103963015,-0.0107934251326883,-0.04041874799068296,-1.178528746494209,0.004629819443870226,0.015896264066039528,0.013819955189445787
43,2.3950000428726694,-0.3764920630957425,0.1661899041714587,0.10949954443793662,-0.014801367228658352,-0.04552242666939535,-1.2093053251375525,-0.05497096027033185,0.018532366106192882,0.01187028862294126
44,2.3950000798630975,-0.7969069928309174,0.19299345208297694,-0.18552291803493226,-0.043950888539711325,-0.0980918499178182,-1.2798175643844245,-0.24126227199422426,0.03247132024092733,0.02508775415801226
45,2.3949999587977473,-0.33925141037786655,0.18709476470086925,-0.11337078819491811,-0.012043796822778452,-0.034459783302668384,-0.9908070160183635,-0.13564430775801128,0.025197584122689687,0.018284729079244888
46,2.3950001769590044,-0.1468650961451457,-0.3697010085484772,-0.18159794599625,-0.014627150856642679,-0.08577431219117732,-0.013780227938587616,-0.6146615176308126,0.014865039510757488,0.017142272393832952
47,2.394999916288356,-0.1858499995226076,0.3329776745417195,0.4411301667058667,-0.017761367303628317,-0.09160466813209514,0.672896825347206,0.4355226042451802,0.011867661759074388,0.005821010297876794
48,2.395000298053495,-0.4646439436154967,-0.04588053865948108,-0.39369535369337055,-0.0943456980098939,-0.46807339296892375,0.12727622862041155,-0.07096335759394401,0.009281932821212702,0.006044316569891239
49,2.395000165236315,-0.687728328248155,0.19152873596134207,0.16806443368530746,-0.020415292346166514,-0.10055048961262783,-0.7246814599301254,-0.2451392320692417,0.01838368357809045,0.005537953582016808
50,2.394999999599004,-0.3764617507002918,0.2237473567085679,-0.1117780100177895,-0.020303576253176192,-0.06908395049065968,-0.9723217332102384,-0.08031780538331387,0.01790954699318867,-0.006390102268446773
