,none,bank,p0_roads,p1_roads,tile_features,p0_settlements,p1_settlements,p0_cities,p1_cities,rolled_and_robber_features,p0_vps,p1_public_vps,p0_pieces_and_hand,p1_pieces_and_hand,p0_devs_played,p1_devs_played
11,2.85876428709714,0.12104907605221468,-0.06281931035692542,-0.018414632430993005,-0.04435880470042358,0.02566444562312456,0.07005367954363789,-0.009756340428899224,0.0136621403890555,0.11996020663668552,-0.002883475901173549,0.028676679794179594,0.5225408522612772,0.3408520794967745,0.027905620612876603,0.009103539951683781
12,2.858764238468208,0.14628279843394532,-0.0345593079150302,-0.04625403817644452,-0.04211832949794159,0.04849443826374761,0.08254044858414603,-0.011155207097136133,0.0047865225008407175,-0.12107879825055406,0.0010806191560134848,0.04022232663045461,0.6922659575056294,0.340627340483012,0.02699922725950643,0.013101757306442585
13,2.858764261602138,0.12072640577233865,-0.0663952173272345,-0.02944061008615889,-0.09017625544423002,0.03701356240543943,0.07827967531288721,-0.013367680359930134,0.0102474981255532,0.12964384951646554,-0.0005799979988345694,0.02816006574869445,0.6884485499125478,0.21041765674542495,0.027945226446420446,0.010313028609355623
14,2.8587641874982914,0.09518370997898551,0.09510687322457415,-0.05068467734873644,0.03664587832298849,0.1303065940842425,0.150531061563008,-0.0044318780365254495,-0.008292960642865665,-0.3522630330653155,0.0633683726893508,-0.008861813290106324,0.6353985684561589,0.3249802232284055,0.026799815268520016,0.007448942429136712
15,2.8587642078760633,0.09184270980110075,0.17138548421723618,0.0166663311083384,-0.1487333881366894,0.1404739980772932,0.18867919780032524,-0.0008224397589106647,0.01763913177184906,-0.14675486687228273,0.08032628172807457,0.04552904589518275,0.3702506235903643,0.2799879740821456,0.02926119011975195,0.005504420554727385
16,2.8587642673992724,0.06994505044037824,0.07552921602700716,0.022012772492483013,-0.1221850568285534,0.07712169144023301,0.11987704522767573,-0.0018402491114096198,0.023428350648550034,0.1780322694461044,0.02955589641468026,0.00656300875564414,0.35415287667567236,0.2804421740008316,0.02644673598492908,0.0021539606975543024
17,2.858764217847667,0.05746009208397257,0.16450707775301243,0.028946535160817022,-0.16055832957878113,0.15143713146230164,0.18755375583809664,-0.0012376606015311875,0.016769874610069263,-0.14420820772346987,0.08227427538193718,0.040772018879326966,0.315432555794964,0.37176841361622387,0.02754902144663854,0.002769129223359146
18,2.8587642584268127,0.08408296058824177,0.06230371451695366,0.020816408617591264,-0.10522841106133402,0.07374918681484322,0.11443509221699899,-0.005658537773741756,0.023491989872651275,0.18142561476367214,0.028679514209972,-0.0006973857997765176,0.41425986748607846,0.21886629440858013,0.029114949466600926,0.0015944925529997045
19,2.8587641759591174,0.11015617160843087,0.16790811844997308,0.009113304214357354,-0.10188980782170443,0.14962275541466752,0.2157504789975097,-0.002969089561604299,0.016059883651645818,-0.1479978094036345,0.07863725969224156,-0.0033218660738898453,0.5112546375682101,0.09745871880605389,0.029670736342137877,0.011782213889082682
20,2.858764237724333,0.06882862077671678,0.08782339161745531,0.03825514217178652,-0.08642482250693007,0.09015368176891955,0.11954725186251336,-0.005993505212539274,0.019505804869003218,0.18311972570006202,0.03681634912007026,0.005593477329772112,0.4800528336374007,0.06783593229795912,0.030150005789920165,0.005971871689677943
21,2.858764187972219,0.06863407537396324,0.20135358557381355,0.06476242590701525,-0.0997987204533676,0.1628222282486771,0.16583008615407693,-0.00206851515355988,0.012917725093171573,-0.14042468888178405,0.08652245161160685,0.006262133586074636,0.45151283299430667,0.11836954463429472,0.03006788493256715,0.014472667357011026
22,2.858764256196128,0.08027173877068094,0.08867540081817891,0.040419788107470433,-0.10209008836459615,0.08087578683594837,0.10644562005752256,-0.007385036826763225,0.022405917432959943,0.18255140796310543,0.03313979798084393,0.009648857718906279,0.40162437623086295,0.1705173971698089,0.031065432298098494,0.0030693581136347903
23,2.8587644290029566,0.061119122593145586,0.05348965139802622,0.03867933362243334,-0.40625503107875727,0.07618605354147621,0.04488815329400439,-0.002074248768783843,0.005937866307399703,-0.6936636202009512,0.010535636213650612,-0.16425996653559993,-0.025195123903918287,0.10707203940807107,0.024200108491283345,0.010575857174702885
24,2.858764231376592,0.08092744468797854,0.0724776811945658,0.04920349821925851,0.030294663244146536,0.09876921039773406,0.12889331774749788,-0.010106786707207716,-0.0005252321887497802,-0.10453635885296136,0.022418731259736258,0.017651529928006837,0.5416679219849546,0.17535529609762213,0.030984158164737652,0.007760676692782076
25,2.8587642870022316,0.09022763005915206,-0.0372583543554704,0.06069949812878164,0.01837124597822984,0.04346862377460434,0.08214058119797077,-0.010653312418319238,0.017415907566381894,0.15535338956135045,0.008437061812331448,0.011144559215307104,0.47475519736244776,0.19052155574526602,0.03266860225726542,0.003943578099867728
26,2.858764226134771,0.060993935393791526,0.053256832555535094,0.038251563237899744,0.04933279808036367,0.08137453386423563,0.1282871692492473,-0.013695628931438664,0.006403227997987204,-0.10585652814480812,0.021808712773789762,0.01793145754642045,0.6049281053866511,0.15916369873061664,0.03266450470984289,0.006391369062751562
27,2.858764225645892,-0.025396551622524355,-0.006119161316662541,0.03189273311150975,0.06691814370751464,0.06202309556129412,0.10965612016222842,-0.012612834313393828,0.010340042256796578,0.1822882596812535,0.013808973036556982,0.010663747998320428,0.7183443523578991,-0.06482480737743795,0.035686575231700046,0.008567080119362191
28,2.8587644658314546,-0.017441059493301853,0.027375223231190543,0.020009959426308177,-0.2662928349739019,0.02808866579781391,-0.010069218543014222,-0.004928370780535707,-0.022407344113468453,-0.6917902198441171,0.008675404313376628,-0.18258586627401668,0.10594064766045677,0.11253335828931911,0.027779358025744605,0.006348170466505321
29,2.8587642306503636,0.1027428282070281,0.07396151450962894,0.07473591032581081,-0.09767909895656901,0.08353186482681874,0.10780995512618902,-0.005300750545155497,0.026316706005084567,-0.1238067098660286,0.08193593261064724,0.01812236061218464,0.4319580756287198,0.3245554357934973,0.038871531118040537,0.0034801880374319416
30,2.858764263037954,0.07523747081719986,0.012605494515737059,0.0612854906147115,-0.07154806230058192,0.05686486636928806,0.10527061312015956,-0.007655201841222814,0.02572291840334906,0.16313516105570702,0.027777391889440617,0.00553531146167624,0.4652496190915296,0.1823685114057083,0.034779485863064175,0.004606692896085507
31,2.858764436405337,0.04638635781933986,0.040265060014359325,0.054153793472447975,-0.3942459243918917,0.05800020901849606,0.006492058188496547,0.0004951314601230605,0.00704971574845481,-0.7094345068925311,0.01274808188067808,-0.16041859294931482,0.028291887032106028,0.11189374985012578,0.025465805994118934,0.014093019932405304
32,2.858764205486998,0.20751899279035302,-0.13803071144458917,0.07748749345754505,-0.24665318834233246,0.039762640592325205,0.05832416207025107,-0.014895366641241137,0.047590113894647096,-0.11176223299959659,0.002371479450164027,0.06451848088934836,0.727373236678355,0.3881316848804612,0.03352491804383345,0.005974070921048236
33,2.8587642281098766,0.14434124029866366,-0.13787633318971143,0.07506103411811993,-0.2611682909604759,0.032903146486675194,0.0573848086956818,-0.016319829606221248,0.04743559470705608,0.1337916673268739,0.0012872429583504208,0.04110312319562809,0.7293764782124801,0.2604727044877733,0.02920834477214035,0.004234838949727038
34,2.858764132109006,0.15633071099656917,-0.26142505596570775,0.049484473536009765,-0.11396401602602657,0.20568980146140234,0.05079421917408711,-0.017270394326924038,0.0985001374137362,-0.1762434399326247,-0.007094110826571798,0.12500130309318877,0.889461062242523,0.07548233900139928,0.032069161593178575,0.03441948798526093
35,2.858764118830347,0.4564814612818545,-0.372792551945358,0.1414461048280639,-0.3537602161015496,0.17287651492923034,0.0413271056164973,-0.016174724795986722,0.10576660751290742,0.38904576201132957,-0.006777861692364412,0.060058488162141516,-0.09531386666652797,0.5547235046650656,0.026479023572038574,0.037850265130658145
36,2.858764482833987,0.12257268161310585,-0.6615528689428933,-0.01757857356072698,-0.5575594909843539,-0.15541677009406352,-0.10498663526567048,-0.012559604218090298,0.003925333166219763,-0.24379161365022156,-0.017745178003770762,0.08118250407227423,-0.3470161481028381,0.04003000824825524,0.02297638675809252,-0.011244011521589325
37,2.8587641623422337,0.3252686909967466,-0.24666740976554224,0.08537710457623629,0.37240516165204235,0.052406905158877026,0.04712096526761314,-0.014432722110098994,0.07529638699734156,-0.16256446835820432,-0.0028377408913636826,0.06951514992860863,0.03749951213534913,0.4686509531332561,0.028560051472193898,0.005637185443505555
38,2.8587641385126834,0.23162559611332975,-0.28860184945562695,0.0834167403289483,0.39299988910565153,0.2000738622320685,0.04426169884743636,-0.0074380652964555205,0.09268068207978186,0.16931900591282062,-0.005426176441297836,0.07257957392290454,-0.07054663263053373,0.14939197813648675,0.037565255361523,0.03933413630523025
39,2.858764084677234,0.34660228344723665,-0.3197539349847657,0.07296538892352117,0.3787472444415385,0.1810694628100221,0.1553714813304273,-0.0059230216144193215,0.10757545653321157,-0.18077986136120439,-0.010851079716587275,0.21523473189611822,-0.05904571440708306,0.16460950531035923,0.03539964213810595,0.060014040439235
40,2.8587640823589413,0.2268088602196951,-0.3764251770220449,0.1484542928869639,0.27064391363240964,0.1950775852632505,0.18314841995633094,-0.006679928668911095,0.14427821794793524,0.3223079198683442,-0.003868143895016274,0.23668162622410016,-0.23175993979046158,-0.097038582229866,0.03790036095814758,0.09170612082235996
41,2.8587641347144457,-0.01567435879800913,-0.03755518488264173,0.1891697836641253,-0.030274417372646273,-0.011987108214835146,0.17128211339874314,-0.010025852001117969,0.07010609773645757,-0.05559952541523833,-0.004539719803859588,0.045302838861158795,-0.45611909576374954,0.26364951615208415,0.0238068558277168,-0.00030618900670925653
42,2.8587641474295804,-0.06896058825316145,0.16065271672594006,0.3280892698546939,-0.11400872778705554,0.024121324982275816,0.24489271768866588,-0.008133432895500364,0.06240175484565569,0.02708852484466892,-0.0063717429424650085,0.02418815066520369,-0.6989742645811032,0.1506834648767807,0.023711884511075837,-0.00814540441894318
43,2.8587641553326533,-0.041411886468189246,-0.14756747818484528,0.0034968183856769752,0.19276146037765968,0.024834542450300173,0.10532547466648064,-0.012691725614805499,0.07502845207983122,-0.10759431747735365,-0.010324431192046318,0.020888426865197346,-0.284398892744091,0.2911074861080569,0.029089458473359364,0.0026923784467307865
44,2.8587642155639275,-0.0065835606141490255,-0.09018208543656647,0.067017358730172,0.09062236264285001,-0.0014418914533027571,0.07380864753905661,-0.017785189276560642,0.05304595632250461,0.10530322589513078,0.002919832400405109,0.005710671153964952,-0.4542238655537667,0.28765712568392743,0.021937412323883715,0.0034297632544455503
45,2.8587641815895886,0.013515990072914708,-0.0861039170255034,0.05672389407528913,0.08901677955375728,0.00688337255251717,0.08098646521400565,-0.018276494044730307,0.05359902134714689,-0.11563625522143242,0.0028060145210085097,0.011596535605250063,-0.3159395138677357,0.3391487239650984,0.019286099999514583,0.0036290519576985536
46,2.8587642231757777,0.058422860375995506,-0.11787634274836817,0.08005947946915545,0.20090467633051018,0.017582131511105437,0.056606825890287205,-0.0150406546945408,0.03058346229863443,-0.13564271909635328,0.006128189177920129,0.06315564945386809,0.741682504960683,0.11083756044810625,0.028685526337076328,0.01514662047029608
47,2.8587642499119674,0.0280756636419931,-0.12253730033508803,0.07662101898082488,0.1479844322035903,0.010544814568131389,0.04601315510618231,-0.015584188240409635,0.02918455793507513,0.1236674375009508,0.00723865222370168,0.04424082459637174,0.69454455964276,0.03044958450201396,0.02681554318770113,0.013977006610319198
48,2.858764184338049,0.04093796547801176,-0.15320376125874086,0.05439367925902544,0.36503089051788545,0.01570318207769708,0.020795261610559362,-0.013597768704241897,0.018660583370278094,-0.15150436477604662,0.005866470252275879,0.06295463290040101,0.9203003987933965,-0.0965596128741531,0.030023703761972137,0.02143447816067312
49,2.8587642650889764,0.1089700331864911,-0.16461486379962526,0.07263314722893419,0.14305717964984727,0.024431946056908183,-0.010671180646596834,-0.01301791391478474,0.0453229336023592,0.1491115363817591,0.002104241205067914,-0.002339613395752227,0.5635080493353279,0.202691380457791,0.02114703107676802,-0.0010981516303284478
50,2.858764490587066,-0.16678058739836232,-0.6081295794290391,-0.12540548835742268,0.07487079790732688,0.0017462609545874919,-0.15970980697672008,-0.011483775802117097,0.03899565153861159,-0.4199063022348478,0.0019453546692993484,-0.029780522835409745,0.22473046617528503,-0.7347012325449909,0.022734121503361904,0.032110539389486575
51,2.858764188881617,0.14369613136436904,-0.2560966285656423,0.0697988235273766,0.3760765057065294,0.028157502361947334,-0.007620981917821595,-0.009267840808318273,0.052729902381941335,0.27561481973281665,-0.0005699178165016749,0.0026889277925077892,0.14354090083892468,0.28107165070238493,0.026739704465202047,0.014676217762867927
52,2.8587644613533345,0.026988749393153377,-0.4891818951320042,-0.042085037890379304,-0.0833367338129501,-0.019001052111124184,-0.06304640827610547,-0.013822605199444754,0.045337124756893124,-0.47663616057961095,-0.0022938690731198474,-0.004713553678542232,-0.4592835647001694,-0.31163151515482695,0.024372574838504066,0.009569772797601767
53,2.8587641196664357,0.14333879018726187,-0.3049651491184473,0.0068038760028649725,0.38942074202945104,0.12890296066511914,0.08693906001675145,-0.00687754280245631,0.08416434752352828,0.49175379726056234,0.022332786525544046,-0.0030698925710550273,-0.004305356936613436,0.01640599459869113,0.03379972375077747,0.05659147773640105
54,2.858764434516315,-0.03745778468143928,-0.3686390973046782,-0.10328290073648845,-0.09095214429771863,-0.030489448908448444,-0.019751574524098606,-0.007486275581062046,0.07109380733104044,-0.4607369629085145,0.009065114729611995,-0.011821590183077268,-0.4692521110714393,-0.3853021193054085,0.029858014150931284,0.0163908902342991
55,2.858764241919028,0.2195638415440886,-0.19090573389947912,0.028619124355268255,0.14244966494543418,-0.003419865067511685,0.07340651319777333,-0.015300816943624007,0.12215250406792838,0.15552796654653092,0.01014610900912477,0.004141639202036029,0.3199504304397651,0.24305732184457923,0.024919884821067106,0.006927165274207725
56,2.8587644137413,0.10694131203016266,-0.6428697135211474,-0.06314897388525051,-0.11695815298329691,-0.0021855014765324865,0.20537035357394176,-0.021526553620587974,0.238525813096534,-0.44045005435309237,0.009378267784202143,0.050412258337265425,-0.8373523638039134,-0.40383596453179804,0.02908950375212334,0.029845637741338762
57,2.8587641741517222,0.2554234944959788,-0.2478440594810288,0.06685984305536755,0.21504468320659637,0.02020088483661614,0.043473811125134376,-0.008037954214855259,0.14979664871822762,0.1808499409844374,0.002839744780951281,-0.08911880116578597,0.04651308112079655,0.472751429497719,0.02840613276957929,0.004076874768672523
58,2.8587644527738583,0.1396663270875961,-0.7189399377384589,-0.20115156529476125,0.028909495378602615,-0.06935747607322765,0.0183457138629793,-0.012563084117235696,0.2568873428672183,-0.377683837525083,-0.0829135070873116,-0.28856148381486746,-0.6656134982913138,0.05873425548523502,0.027272899288733332,0.02820439156166471
59,2.8587641335351215,0.1953853701913087,-0.24585091355444397,0.013744669505302842,-0.17573270582775172,0.05211733301920479,0.07460523833270721,-0.0076655819350212595,0.20335028280828302,0.2944921485913899,0.013654987105142596,-0.10251308935805709,0.27362200374725365,0.5064962844048471,0.03392471502581487,0.011604986658311056
60,2.8587643050870866,0.012174791239135868,-0.2313981503779988,-0.04247343578856566,-0.4846929584176803,0.005641089482818024,0.0913802260804711,-0.017475708229070575,0.13883387529796964,-0.1627678268127662,0.009264062505551243,-0.11103847059453742,-0.7984844478208558,-0.2928222802153909,0.02527375206487449,-0.00017876292817486927
61,2.858764360367719,0.03267614766215063,-0.2812812341941788,-0.032563071538651345,-0.659878177421852,0.022996970010923323,-0.010802561262873614,-0.0001553436524792673,0.16105107076127592,0.16374357359026442,-0.003465445719053009,-0.13065412395471812,-0.9443159619543214,-0.22292850723572488,0.01750716961074375,0.02930526854448058
62,2.8587643135103766,0.03428308561763814,-0.24529293269914346,-0.07637401385307185,-0.43748280006429646,0.0018854796671547158,0.002321242493721551,-0.003187487157589819,0.13552974580896454,-0.1409757496874675,-0.00652871763352432,-0.1493256191468925,-0.8471578558150067,-0.18132899789449336,0.014703706881078513,0.040166654932245395
63,2.8587642591102354,0.058435583669298054,-0.15497341215068156,-0.0012266380724676451,-0.1595555776867357,0.006285951027875894,-0.006494002671168092,-0.0020811346386105795,0.12185955794853245,-0.09368888760930089,-0.005518246525833839,-0.17550967081209062,-1.4291059895874128,-0.09623089216004255,0.016693024350291116,0.062346095984591315
64,2.858764273421536,0.0033447376072489945,-0.15964609250785355,0.0037995822090694936,-0.17735720287812448,0.007938492888333787,-0.0027752707416070083,-0.0009095834157213795,0.12220249722660455,0.08386673953652159,-0.002890608203536399,-0.16427555055283735,-1.4805798153312735,-0.1586834897083273,0.017046426911284204,0.05015489375114884
65,2.858764237796059,-0.026572758274055024,-0.17489040169185294,-0.020412398510645538,-0.19882430661887207,-0.003883398292778839,-0.058357003867317486,-0.003735317528859916,0.12780366968861748,-0.08820360370488153,-0.010319193905984292,-0.2007664551197773,-1.1509395565728404,-0.1287936762932821,0.012065050776057157,0.06706510945113178
