,none,board_features,graph_features,turn_features,p0_vps,p1_vps
33,2.6568694092358065,-0.035511647339515506,0.0390460032353267,0.13915718038547187,1.128146998512552,0.07229200861580942
34,2.6568692901616675,-0.03488777203974758,0.24926302578463722,-0.10919001051113708,1.2285939597117532,0.009351310690586034
35,2.65686940293417,-0.10691173220213113,-0.027280285045545583,0.16556573617252046,0.8783875652034072,0.43336921967638997
36,2.6568693390692784,-0.06909773006726105,0.06559292083471535,-0.10053811605272944,0.9479850980806307,0.4991883303295346
37,2.65686940293417,-0.10691173220213113,-0.027280285045545583,0.16556573617252046,0.8783875652034072,0.43336921967638997
38,2.6568692999179406,-0.02846977167905662,0.2262371623514976,-0.12098657527097334,1.042727695327311,0.2236220435591726
39,2.656869336851468,-0.07471497754462098,0.23785837900355222,0.13126655949083865,1.0033967034964912,0.04532384645170007
40,2.6568692361060426,0.05574882207641474,0.36357166675947694,-0.12725769449838176,1.0290122185516215,0.022055492565610235
41,2.656869783784466,-0.642749881100179,-0.20442215361654203,-0.11264349106458804,0.2931021849126402,-0.9901559360162759
42,2.65686934313844,-0.21223084724920313,0.2522925544923411,0.05133027020483144,0.7366213597638458,-0.48488282511809366
43,2.656869783784466,-0.642749881100179,-0.20442215361654203,-0.11264349106458804,0.2931021849126402,-0.9901559360162759
44,2.6568693174826308,-0.08658676466656834,0.08073736011760624,-0.17384898121489778,1.0482696916004794,0.47455920538370455
45,2.656869658407527,-0.6837012577932108,0.12018188349956717,-0.19953861691690228,-0.39633086500580794,-0.497480477440549
46,2.6568695814526424,-0.6455698334862674,-0.018154480376233517,0.11642061375498432,-0.9854627632655611,-0.12410299221170984
47,2.656869521874602,-0.5491724413875123,-0.028803901917656027,-0.13182133519363343,-0.8574573442800698,-0.08961442145053283
48,2.656869679760862,-0.940599824651077,0.06251577441584752,0.13546939677259734,-1.1558289613290722,0.24157418609250156
49,2.65686927592403,-0.20217387819935248,0.303077820603327,0.06264745587537351,-0.10453419419650054,0.28411325407186516
50,2.656869369701454,-0.22173481312230836,0.18957003574749753,-0.14198847337212395,1.1095553238559848,0.4077284919875013
51,2.6568694658761416,0.006170903556825036,0.08396649396170519,0.12021885538962018,0.9212677347643193,0.21150656224419906
52,2.6568693799773526,0.13059562069730768,0.19713863566838352,-0.2536922939086279,0.7590053270677588,0.5100831275006226
53,2.6568694372385773,0.09436962190690878,0.08147692116250727,-0.13724718331065466,0.7449423655651464,0.5595887703331462
54,2.6568693776225216,0.13764197800050193,0.24707629166848422,-0.24815816113335143,0.795822838986923,0.41074750032984664
55,2.656869441861973,0.1415951464187184,0.13747883292006846,0.14647811489291274,0.7313258919218574,0.18625252867105513
56,2.656869369737764,0.10609515365632094,0.30736239739041443,-0.15403960676194584,0.8142867896345856,0.26942574961738497
57,2.6568693568105513,0.23708494073896125,0.23990657004768212,-0.1725944085029596,0.7381611325803632,0.3005722802529977
58,2.6568694424985932,0.04864775642588004,0.22073448099087034,0.1454698124154289,0.3380591748008906,0.5902193065276231
59,2.656869680294873,-0.277835775923313,0.01761374297037338,-0.19204836188179236,-1.0890349108283808,-0.11556415676901183
60,2.6568696448422906,-0.29183225541838576,0.16652649570441924,-0.22393814122434996,-1.3013203592682565,-0.0063052016442325665
61,2.6568697347468744,-0.5441161305283029,0.12701620010479303,0.15066451411197404,-1.2870321874983697,-0.10340182095456324
62,2.6568695857800657,-0.24844723960071083,-0.05848347665443049,-0.14188696481693952,-1.214195814870245,0.006144035376658447
63,2.656869261713767,0.1124448643057683,0.07641674364786061,0.33503075469999,-0.5107174300386694,0.3299554723949933
64,2.656869580713791,-0.26678800829168325,-0.14529929445004242,-0.3358015997719603,-0.8499804659913274,-0.059000012327526996
65,2.6568696498391247,-0.24149895894519616,-0.042463706839312165,0.07288211887155663,-1.4750205711580007,0.02923162696411949
66,2.6568692274685524,0.19920120767001284,0.033822583952881013,0.08110508356810858,-0.4787077229764838,0.5077092315142707
67,2.656869626671416,-0.20315582977497096,-0.20422750827452057,0.06182561639638856,-1.326647466226009,0.015335692832723152
68,2.6568695878559385,-0.12400963709487758,-0.28295756031680314,-0.09990558639059077,-1.1512134468183617,0.0012167647107486912
69,2.6568695988651956,-0.4152390096360652,-0.5247006727064245,-0.12533391881577755,-0.4899370449459498,-0.10165878112370647
70,2.656869645037067,-0.35106630702640784,-0.4403244934247957,0.06704895413774098,-0.7337538858626814,-0.19877371925323578
71,2.656869665643688,-1.1060276592593905,0.020437621006258035,-0.2876927333967214,-0.9001758172986869,-0.3834108584328478
72,2.656869433164993,-0.5396701281351995,-0.09336796594166652,-0.15374719826610284,-0.94279589596788,0.07271167220425817
73,2.6568694636112125,-0.6074605475684549,-0.10714832114282741,0.08285712497720034,-1.01385655452642,-0.011261234428223826
74,2.6568693420979046,-0.6071804009384223,0.21096054773888184,-0.1349756147945198,-0.9108299517002093,-0.21484413524147683
75,2.65686951039631,-0.6781872597648152,-0.3453379282117644,-0.15190124808370153,-0.25884841159898386,-0.22259464662277306
76,2.656869657832558,-0.719651425404029,-0.3005963453572377,0.08656959287273672,-0.719813359319474,-0.0033779751975362704
77,2.656869608625746,-0.40976831983203643,-0.3794403240838187,-0.11845886467471484,-0.609499959651982,-0.13970201997654513
78,2.656869722616457,-0.15390347578844074,-0.5564662642041773,-0.18684388164286292,-0.49088306210561816,-0.2687727023852234
79,2.656869612402246,-0.11407180827664168,-0.3410459032816319,-0.14238134523314822,-0.9612355083857852,-0.09813491094288174
80,2.656869664688726,-0.16483561456341797,-0.6871097177526815,0.06890006639237181,-0.8741652562216141,0.00034105571575340776
81,2.656869291480248,0.15917894337857133,-0.15986010109362764,-0.11350545051320088,0.1950843085620563,0.26223274790433587
82,2.6568697278219147,-0.6048711915481194,-0.006993960481166961,-0.22404282534988246,-0.16719810002132127,-0.6537633974766255
83,2.656869316632235,-0.3337155533316162,0.43018721813087396,0.4831677088939525,0.5631813805087242,0.20030958776104457
84,2.6568697977897533,-0.7354142285576403,-0.008995020703697426,-0.5120080139163288,-0.026336325545093464,-0.374115786490788
85,2.6568697385399105,-0.863537144179311,-0.12183511601961616,0.1583208314762269,-0.11221245454612769,-0.7176055910616465
86,2.656869499752742,-0.43448601554327193,-0.45362039326027576,-0.1912719091068627,-0.07556687250188157,-0.5019242411907398
87,2.6568695889780267,-0.37584555341128945,-0.4325003214878413,0.11324065306608423,-0.9960591402663136,0.034294845026213716
88,2.6568695236965167,-0.3024421796382676,-0.45894547911239,-0.15876578342300784,-0.8127662726260237,0.07605019557844127
89,2.6568696775880465,-0.7666887775560752,-0.2897514269995158,0.17339467384397556,-1.22691642679623,0.4530925177687475
90,2.6568695398381754,-0.34465733208054206,-0.22395115275985417,-0.18861376544345637,-1.093371835064917,0.19372454440206247
91,2.656869641557916,-0.7368687942774824,-0.20012144545667954,0.1603906250873282,-1.1857573668273649,0.3054875064103886
92,2.656869589742018,-0.10070526262298526,-0.6395417450209093,-0.11606233898754387,-0.747870747018785,-0.05268936468750651
93,2.656869638357929,-0.10341224948684666,-0.7466371593095673,0.07755120831089582,-0.8033036267494705,-0.0810676343247369
94,2.656869573212935,-0.11611225531723987,-0.7179339708225336,-0.19388641751997077,-0.6366621163463615,0.007725281435113723
95,2.6568695821970234,-0.0758221167599997,-0.6711805511830231,-0.11969142228762947,-0.9209776712912815,0.1308023422392786
96,2.6568696170230135,-0.1842538344027874,-0.7575969387329133,0.1465705598228763,-0.9146216744405665,0.053032469149489725
97,2.656869494283085,-0.24810645265380046,-0.06961135489688797,-0.36484620971585185,-1.039625941281944,0.06532039742617904
98,2.6568694314981083,-0.269613418524119,-0.2684097675389706,-0.1392820180159896,-1.3180164065485656,0.3384521197036761
99,2.6568696107752996,-0.37600698009145905,-0.12740519776854353,-0.21014439231293391,-0.851601479851838,-0.09171147972856397
100,2.656869843036637,-0.5663031519472691,-0.19049487937332854,-0.5158308487046761,0.07161764885359215,-0.45585815422712184
101,2.6568693338512075,-0.13354442991704607,0.28655370029240856,0.5539607070806591,0.6480735186639673,-0.011913179748631375
102,2.6568698024736417,-0.37166183973219613,-0.10166307394349977,-0.49344459183555894,0.028777406386913895,-0.7188773341546827
103,2.6568696357321655,-0.9523552308268685,-0.17318417124379232,-0.21783471059931458,-0.26560058678329146,-0.04789486097186654
104,2.656869335091261,-0.3553481758567226,0.20957808855102167,-0.13464911480029396,1.2989344726018555,0.32461516872181134
105,2.656869357257126,-0.4643847306397314,0.2875250003857305,0.1340380778938528,1.2724292104425325,0.11352287825681462
106,2.656869763591663,-0.9883562746944506,-0.06904201600745102,-0.44816441953019853,0.6506516346273095,-0.8019582749032927
